filename,url
cc-availability-matrix.pdf,https://www.adobe.com/content/dam/acom/en/products/creativecloud/cc/pdfs/cc-availability-matrix.pdf
dc-csm-solution-brief-ue.pdf,https://acrobat.adobe.com/content/dam/doc-cloud/en/pdfs/dc-csm-solution-brief-ue.pdf
Adobe-ZEN-WP.pdf,https://www.adobe.com/content/dam/acom/en/security/pdfs/Adobe-ZEN-WP.pdf
Adobe_Stock_Terms-en_US-20170630_2200.pdf,https://wwwimages2.adobe.com/content/dam/acom/en/legal/servicetou/Adobe_Stock_Terms-en_US-20170630_2200.pdf
photoshop_reference.pdf,https://help.adobe.com/archive/en/photoshop/cs6/photoshop_reference.pdf
lifetime-training-case-study.pdf,https://www.adobe.com/content/dam/acom/en/customer-success/pdfs/lifetime-training-case-study.pdf
adobe-sign-dynamics-365-talent-solution-brief-ue.pdf,https://acrobat.adobe.com/content/dam/doc-cloud/en/pdfs/adobe-sign-dynamics-365-talent-solution-brief-ue.pdf
tcs_install_guide.pdf,https://help.adobe.com/en_US/techcomsuite/tcs/using/tcs_install_guide.pdf
Rhs-getting-started-guide.pdf,https://help.adobe.com/en_US/robohelp-server/getting-started/Rhs-getting-started-guide.pdf
adobe-sign-workplace-by-facebook-ds-ue.pdf,https://acrobat.adobe.com/content/dam/doc-cloud/en/pdfs/adobe-sign-workplace-by-facebook-ds-ue.pdf
